Port,Plant,Cargo,Vessel_Size,Weather,Labor_Action,Rake_Type,Multi_Port_Discharge,Port_Congestion_Index,Rake_Demand,Rake_Availability,Yard_Capacity,Yard_Usage,Vessel_Queue,Date,Delay_Hours,Delay_Severity,High_Risk,Route_Recommendation
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Handymax,Rain,Low,GPWIS,1,7,38,6,98,23,2,2023-04-17,54.91302617526884,2,1,Recommend: Divert to alternative safe Port
Haldia,SAIL_Rourkela,Iron_Ore,Panamax,Rain,High,Captive,1,7,12,48,88,33,1,2023-04-18,93.43395112324416,2,1,Recommend: Divert to alternative safe Port
Vizag,Vizag_Steel,Coking_Coal,Panamax,Clear,High,GPWIS,0,10,14,21,38,13,7,2023-04-18,96.13075946366436,2,1,Recommend: Transshipment away from congested port
Gangavaram,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,GPWIS,0,6,32,42,23,25,7,2023-04-19,4.094064118115693,0,0,Action: Normal secure operations
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Standard_IR,1,9,15,30,83,19,12,2023-04-19,63.52740373765152,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Limestone,Panamax,Rain,Low,GPWIS,1,7,11,41,29,48,1,2023-04-20,65.44971845426156,2,1,Recommend: Divert to alternative safe Port
Dhamra,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,10,27,9,31,27,6,2023-04-20,41.75641827856512,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,1,39,29,88,34,1,2023-04-20,0.0,0,0,Action: Normal secure operations
Dhamra,SAIL_Rourkela,Iron_Ore,Panamax,Clear,High,GPWIS,0,7,47,13,26,16,6,2023-04-21,82.6670661965947,2,1,Recommend: Expedite alternative multi-modal transport via truck
Haldia,Vizag_Steel,Iron_Ore,Handymax,Clear,High,Captive,0,2,14,32,63,65,0,2023-04-21,70.13142467457743,2,1,Recommend: Expedite alternative multi-modal transport via truck
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Rain,Low,Standard_IR,1,7,20,26,42,56,5,2023-04-22,47.16207531929129,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Captive,0,3,10,33,21,91,9,2023-04-22,30.23161985545797,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,5,35,24,88,12,3,2023-04-23,27.535570026294682,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,0,9,19,39,56,91,6,2023-04-23,77.35906485905036,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Iron_Ore,Handymax,Rain,Low,GPWIS,0,7,42,9,39,10,10,2023-04-24,38.82386545848246,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,GPWIS,0,8,36,43,63,42,10,2023-04-24,63.20976568108617,2,1,Recommend: Transshipment away from congested port
Dhamra,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,2,21,48,89,80,0,2023-04-24,25.83552345858654,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Limestone,Panamax,Rain,Low,GPWIS,1,1,11,36,93,83,11,2023-04-25,27.290651165375266,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Panamax,Clear,Medium,GPWIS,0,7,10,43,70,68,5,2023-04-25,9.855465917824194,0,0,Action: Normal secure operations
Haldia,JSW_Vijayanagar,Iron_Ore,Capesize,Clear,Low,Standard_IR,0,6,42,44,50,41,14,2023-04-26,32.80184791569155,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,SAIL_Rourkela,Limestone,Panamax,Rain,Low,GPWIS,0,6,10,14,99,81,3,2023-04-26,11.30075576111636,0,0,Action: Normal secure operations
Haldia,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,Medium,Standard_IR,0,3,21,41,77,26,3,2023-04-27,44.575739562663465,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,JSW_Vijayanagar,Iron_Ore,Capesize,Cyclone,Low,Standard_IR,0,4,48,19,24,87,5,2023-04-27,128.40307376545204,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,2,31,21,60,96,2,2023-04-27,32.33078054315783,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Rain,Low,Captive,0,3,45,13,52,26,4,2023-04-28,14.556634047725675,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,SAIL_Rourkela,Coking_Coal,Handymax,Clear,High,Captive,0,2,30,36,62,98,1,2023-04-28,60.457332214282985,2,1,Recommend: Expedite alternative multi-modal transport via truck
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Captive,0,3,29,27,38,30,14,2023-04-29,0.0,0,0,Action: Normal secure operations
Vizag,SAIL_Rourkela,Iron_Ore,Panamax,Rain,Low,GPWIS,0,6,45,15,51,64,1,2023-04-29,53.28914284907139,2,1,Recommend: Divert to alternative safe Port
Haldia,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,GPWIS,0,9,35,17,22,15,2,2023-04-30,54.927371428025445,2,1,Recommend: Transshipment away from congested port
Vizag,JSW_Vijayanagar,Limestone,Handymax,Rain,Medium,GPWIS,0,4,40,22,20,93,10,2023-04-30,59.10577711353946,2,1,Recommend: Divert to alternative safe Port
Dhamra,Vizag_Steel,Iron_Ore,Capesize,Clear,Low,Captive,0,6,23,9,58,35,13,2023-05-01,28.950569535896584,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Coking_Coal,Capesize,Rain,Medium,GPWIS,1,1,47,46,67,93,11,2023-05-01,65.64206926948569,2,1,Recommend: Divert to alternative safe Port
Vizag,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,GPWIS,0,6,10,13,60,58,5,2023-05-01,0.0,0,0,Action: Normal secure operations
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,3,35,47,24,41,0,2023-05-02,45.01788797290574,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,9,16,26,96,81,10,2023-05-02,45.09526250743971,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Cyclone,Low,Standard_IR,0,4,21,36,30,53,6,2023-05-03,101.1875534588504,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Captive,0,7,33,6,41,68,7,2023-05-03,27.78243093062712,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Captive,1,4,28,25,83,38,6,2023-05-04,40.49258103680747,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Captive,1,6,18,32,31,26,10,2023-05-04,32.235261804805155,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Limestone,Handymax,Rain,Medium,GPWIS,1,2,13,28,74,49,5,2023-05-05,57.45108920422823,2,1,Recommend: Divert to alternative safe Port
Vizag,SAIL_Rourkela,Limestone,Handymax,Rain,Low,Standard_IR,0,10,41,18,72,72,14,2023-05-05,113.7439576101238,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,GPWIS,1,7,44,28,72,27,2,2023-05-05,14.835187473067334,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Handymax,Cyclone,Low,GPWIS,0,8,37,31,38,84,3,2023-05-06,109.4827710062529,2,1,Recommend: Divert to alternative safe Port
Dhamra,SAIL_Rourkela,Limestone,Capesize,Clear,High,Standard_IR,0,6,15,41,40,91,13,2023-05-06,81.55140109863856,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Coking_Coal,Panamax,Rain,Medium,GPWIS,1,6,37,28,88,54,4,2023-05-07,65.99248479369626,2,1,Recommend: Divert to alternative safe Port
Haldia,JSW_Vijayanagar,Coking_Coal,Panamax,Rain,Medium,Captive,0,2,49,10,91,85,2,2023-05-07,48.16896742089155,2,1,Recommend: Divert to alternative safe Port
Haldia,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,4,38,30,85,88,4,2023-05-08,0.0,0,0,Action: Normal secure operations
Paradip,JSW_Vijayanagar,Coking_Coal,Handymax,Rain,High,Captive,0,1,14,19,78,99,5,2023-05-08,73.89357660195643,2,1,Recommend: Divert to alternative safe Port
Haldia,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,GPWIS,1,7,14,33,68,12,7,2023-05-08,20.03921371410258,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,Medium,Captive,0,8,46,40,78,12,11,2023-05-09,96.23986683734893,2,1,Recommend: Transshipment away from congested port
Vizag,SAIL_Rourkela,Limestone,Capesize,Rain,Medium,Captive,0,10,37,14,42,47,5,2023-05-09,140.49879390321394,2,1,Recommend: Divert to alternative safe Port
Gangavaram,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Captive,1,2,18,32,22,82,8,2023-05-10,54.83800934569095,2,1,Recommend: Expedite alternative multi-modal transport via truck
Dhamra,JSW_Vijayanagar,Limestone,Handymax,Clear,Low,GPWIS,0,10,38,13,75,49,14,2023-05-10,29.094392422796304,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,0,8,47,14,81,63,9,2023-05-11,115.02882724079168,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Captive,1,5,23,25,77,77,9,2023-05-11,65.70197211925402,2,1,Recommend: Divert to alternative safe Port
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Handymax,Clear,Low,Captive,0,8,49,8,37,29,13,2023-05-12,22.852809658930404,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Rain,Low,Standard_IR,1,5,43,8,80,24,9,2023-05-12,79.59231709022936,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Vizag_Steel,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,8,46,10,56,14,9,2023-05-12,44.6292291433725,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Handymax,Clear,Medium,Standard_IR,0,6,23,30,73,48,3,2023-05-13,43.428819027725254,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Limestone,Capesize,Rain,Low,Standard_IR,0,5,27,44,97,49,1,2023-05-13,78.62874807659402,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Iron_Ore,Capesize,Clear,Medium,Standard_IR,0,4,42,20,84,16,11,2023-05-14,43.342931375350645,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,High,Standard_IR,0,5,43,12,33,81,8,2023-05-14,89.90170951995428,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Limestone,Panamax,Clear,Low,Standard_IR,1,3,46,42,20,41,10,2023-05-15,58.52381628945227,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Limestone,Panamax,Clear,Low,GPWIS,0,4,37,32,24,42,10,2023-05-15,4.735126599035304,0,0,Action: Normal secure operations
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,0,1,45,20,81,46,2,2023-05-15,6.166267892095446,0,0,Action: Normal secure operations
Gangavaram,Vizag_Steel,Coking_Coal,Handymax,Rain,Low,Standard_IR,0,8,32,5,82,52,6,2023-05-16,87.63047971011142,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,SAIL_Rourkela,Limestone,Panamax,Rain,Low,Standard_IR,0,7,26,23,86,72,3,2023-05-16,38.79022661160201,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,JSW_Vijayanagar,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,7,20,21,39,45,11,2023-05-17,86.42561458475383,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Iron_Ore,Panamax,Rain,High,Standard_IR,0,3,41,32,62,58,11,2023-05-17,106.58257611019881,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,9,46,48,61,34,0,2023-05-18,81.08248773739557,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,6,24,16,88,75,7,2023-05-18,37.89669852364722,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Medium,Standard_IR,0,8,48,11,58,27,11,2023-05-19,106.33123853013426,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,JSW_Vijayanagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,1,8,13,10,93,18,12,2023-05-19,89.03181232537543,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,High,Standard_IR,0,3,39,12,81,31,3,2023-05-19,71.78549471860029,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,SAIL_Rourkela,Limestone,Handymax,Clear,Medium,Standard_IR,0,4,19,7,67,24,10,2023-05-20,34.38160043903355,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,0,6,32,25,25,16,5,2023-05-20,44.83190988718925,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Limestone,Panamax,Rain,Low,Captive,0,2,33,12,93,22,6,2023-05-21,28.09132471424306,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Handymax,Clear,Medium,GPWIS,0,7,45,32,61,45,7,2023-05-21,47.17826243916717,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Handymax,Clear,Low,Standard_IR,1,5,46,36,62,50,1,2023-05-22,58.8787237200692,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Clear,Low,Captive,0,4,28,15,29,30,8,2023-05-22,55.68313884156255,2,1,Recommend: Expedite alternative multi-modal transport via truck
Paradip,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,2,14,34,77,25,9,2023-05-22,24.127985356766803,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Limestone,Capesize,Clear,Low,Standard_IR,0,2,17,20,58,83,12,2023-05-23,41.633568180287796,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,GPWIS,0,9,46,24,97,37,9,2023-05-23,48.82841395762582,2,1,Recommend: Transshipment away from congested port
Haldia,SAIL_Rourkela,Limestone,Capesize,Rain,Low,Standard_IR,0,7,16,29,32,92,2,2023-05-24,54.85396303664163,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,Vizag_Steel,Iron_Ore,Handymax,Rain,Low,Standard_IR,1,7,49,49,94,26,0,2023-05-24,57.80428575621367,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Iron_Ore,Panamax,Clear,Low,Standard_IR,0,7,22,13,58,74,1,2023-05-25,52.696499300204145,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Coking_Coal,Handymax,Clear,Low,Captive,0,1,46,43,30,22,7,2023-05-25,23.86633371862018,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Clear,Low,Captive,0,8,36,44,35,45,9,2023-05-26,63.95571973170068,2,1,Recommend: Transshipment away from congested port
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Cyclone,Low,GPWIS,0,2,27,44,52,67,5,2023-05-26,92.78658874808704,2,1,Recommend: Divert to alternative safe Port
Gangavaram,JSW_Vijayanagar,Iron_Ore,Capesize,Cyclone,Low,Standard_IR,0,5,33,7,79,29,10,2023-05-26,117.57412340807143,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Tata_Steel_Kalinganagar,Coking_Coal,Capesize,Clear,Low,GPWIS,0,2,11,20,78,61,0,2023-05-27,0.0,0,0,Action: Normal secure operations
Gangavaram,Tata_Steel_Kalinganagar,Iron_Ore,Panamax,Rain,Low,Standard_IR,1,5,25,16,93,15,10,2023-05-27,83.88295386291333,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,6,26,8,34,51,14,2023-05-28,65.00819304152513,2,1,Recommend: Rake priority swap or Coastal Barge routing
Vizag,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,Standard_IR,0,7,23,19,70,32,8,2023-05-28,19.876408647145663,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,5,15,27,99,33,6,2023-05-29,42.45996243650238,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Dhamra,Vizag_Steel,Limestone,Handymax,Clear,Medium,GPWIS,0,4,44,31,62,14,9,2023-05-29,9.276257647795559,0,0,Action: Normal secure operations
Paradip,SAIL_Rourkela,Limestone,Panamax,Clear,Low,Standard_IR,1,8,26,43,46,41,10,2023-05-29,75.5833864656965,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Limestone,Panamax,Clear,Low,GPWIS,1,8,47,47,75,55,2,2023-05-30,32.671427760941484,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,GPWIS,0,1,49,41,79,26,12,2023-05-30,44.12321515321807,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Tata_Steel_Kalinganagar,Limestone,Handymax,Clear,High,Captive,0,10,15,17,89,84,6,2023-05-31,111.49199945743322,2,1,Recommend: Transshipment away from congested port
Dhamra,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Low,GPWIS,0,2,47,47,66,36,5,2023-05-31,1.6144103562412084,0,0,Action: Normal secure operations
Gangavaram,JSW_Vijayanagar,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,1,44,44,82,32,7,2023-06-01,42.57954748850094,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,3,30,41,27,77,2,2023-06-01,26.809718136874693,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Limestone,Handymax,Clear,Low,GPWIS,1,3,32,25,26,96,0,2023-06-02,5.341372353568424,0,0,Action: Normal secure operations
Dhamra,SAIL_Rourkela,Iron_Ore,Handymax,Clear,Low,GPWIS,0,10,21,33,21,43,4,2023-06-02,1.5864311322459344,0,0,Action: Normal secure operations
Paradip,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Standard_IR,0,8,38,33,36,30,7,2023-06-02,101.11367786492178,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,JSW_Vijayanagar,Limestone,Capesize,Clear,Low,Standard_IR,1,4,36,15,23,31,2,2023-06-03,65.30964120489853,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,JSW_Vijayanagar,Iron_Ore,Panamax,Clear,Low,Captive,0,7,15,32,45,74,10,2023-06-03,20.6010613737551,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,SAIL_Rourkela,Limestone,Panamax,Clear,Medium,Standard_IR,1,7,30,14,97,41,12,2023-06-04,80.44309908805741,2,1,Recommend: Rake priority swap or Coastal Barge routing
Gangavaram,Vizag_Steel,Coking_Coal,Capesize,Clear,Low,Standard_IR,0,5,16,9,91,71,9,2023-06-04,43.98360760045436,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,JSW_Vijayanagar,Iron_Ore,Handymax,Clear,Medium,Standard_IR,0,4,24,21,24,16,5,2023-06-05,31.013341857976588,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Vizag,Vizag_Steel,Iron_Ore,Handymax,Clear,Medium,GPWIS,0,10,14,37,24,91,11,2023-06-05,59.43418316064933,2,1,Recommend: Transshipment away from congested port
Haldia,Tata_Steel_Kalinganagar,Limestone,Handymax,Rain,Low,Standard_IR,1,1,25,29,88,37,10,2023-06-05,66.04140705378305,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Coking_Coal,Handymax,Clear,High,Standard_IR,0,7,30,37,88,63,9,2023-06-06,103.93103111653457,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,Vizag_Steel,Iron_Ore,Panamax,Clear,Medium,Standard_IR,0,5,13,29,22,79,10,2023-06-06,69.64416916974696,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Tata_Steel_Kalinganagar,Iron_Ore,Capesize,Clear,High,Standard_IR,0,2,14,37,57,23,1,2023-06-07,86.99532135656689,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Coking_Coal,Panamax,Clear,Low,Standard_IR,1,8,16,13,20,64,8,2023-06-07,125.57116069385508,2,1,Recommend: Rake priority swap or Coastal Barge routing
Haldia,SAIL_Rourkela,Limestone,Panamax,Clear,Medium,GPWIS,1,2,44,31,27,67,1,2023-06-08,47.9914956291132,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,Vizag_Steel,Coking_Coal,Capesize,Cyclone,Medium,Standard_IR,0,8,45,29,32,53,4,2023-06-08,185.07658832356287,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Coking_Coal,Handymax,Clear,Low,Standard_IR,0,5,37,13,69,23,9,2023-06-09,15.106056977358065,1,0,Action: Monitor tightly / Optimize port yard storage buffer
Gangavaram,SAIL_Rourkela,Limestone,Panamax,Clear,High,GPWIS,0,4,11,19,27,53,11,2023-06-09,76.06087009161843,2,1,Recommend: Expedite alternative multi-modal transport via truck
Paradip,Vizag_Steel,Limestone,Handymax,Clear,Low,Standard_IR,0,2,24,8,89,55,2,2023-06-09,30.93727037627774,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Paradip,Tata_Steel_Kalinganagar,Coking_Coal,Panamax,Cyclone,Low,Captive,0,1,14,20,49,50,8,2023-06-10,93.31341416548868,2,1,Recommend: Divert to alternative safe Port
Haldia,JSW_Vijayanagar,Limestone,Handymax,Rain,Medium,Standard_IR,1,8,16,20,59,82,8,2023-06-10,117.65905338291128,2,1,Recommend: Rake priority swap or Coastal Barge routing
Dhamra,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,10,31,17,98,11,6,2023-06-11,61.47821106775733,2,1,Recommend: Rake priority swap or Coastal Barge routing
Paradip,SAIL_Rourkela,Limestone,Panamax,Rain,Low,GPWIS,0,3,40,18,93,91,9,2023-06-11,25.014710276707817,1,1,Action: Monitor tightly / Optimize port yard storage buffer
Haldia,Vizag_Steel,Coking_Coal,Panamax,Clear,Low,Standard_IR,0,4,41,26,52,14,4,2023-06-12,42.11316493025915,1,1,Action: Monitor tightly / Optimize port yard storage buffer
